dataset,contentid,contenttypeid,title,addr1,addr2,areacode,cat1,cat2,cat3,common_addr1,common_addr2,common_areacode,common_cat1,common_cat2,common_cat3,common_cpyrhtDivCd,common_createdtime,common_firstimage,common_firstimage2,common_homepage,common_lDongRegnCd,common_lDongSignguCd,common_lclsSystm1,common_lclsSystm2,common_lclsSystm3,common_mapx,common_mapy,common_mlevel,common_modifiedtime,common_overview,common_sigungucode,common_tel,common_telname,common_title,common_zipcode,cpyrhtDivCd,createdtime,firstimage,firstimage2,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,zipcode,intro_accomcount,intro_accomcountculture,intro_accomcountleports,intro_accomcountlodging,intro_barbecue,intro_beauty,intro_beverage,intro_bicycle,intro_campfire,intro_checkintime,intro_checkouttime,intro_chkbabycarriage,intro_chkbabycarriageculture,intro_chkbabycarriageleports,intro_chkcooking,intro_chkcreditcard,intro_chkcreditcardculture,intro_chkcreditcardleports,intro_chkpet,intro_chkpetculture,intro_chkpetleports,intro_discountinfo,intro_expagerange,intro_expagerangeleports,intro_expguide,intro_fetch_error,intro_fetch_status,intro_fetched_at,intro_fitness,intro_foodplace,intro_heritage1,intro_heritage2,intro_heritage3,intro_infocenter,intro_infocenterculture,intro_infocenterleports,intro_infocenterlodging,intro_karaoke,intro_opendate,intro_openperiod,intro_parking,intro_parkingculture,intro_parkingfee,intro_parkingfeeleports,intro_parkingleports,intro_parkinglodging,intro_pickup,intro_publicbath,intro_publicpc,intro_refundregulation,intro_reservation,intro_reservationlodging,intro_reservationurl,intro_restdate,intro_restdateculture,intro_restdateleports,intro_roomcount,intro_roomtype,intro_sauna,intro_scale,intro_scaleleports,intro_scalelodging,intro_seminar,intro_spendtime,intro_sports,intro_subfacility,intro_usefee,intro_usefeeleports,intro_useseason,intro_usetime,intro_usetimeculture,intro_usetimeleports
tourism,126450,12,마라도,제주특별자치도 서귀포시 대정읍 마라로101번길 46,,39,A01,A0101,A01011300,제주특별자치도 서귀포시 대정읍 마라로101번길 46,,39,A01,A0101,A01011300,Type1,20030925090000,http://tong.visitkorea.or.kr/cms/resource/83/3516583_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3516583_image3_1.jpg,"<a href=""http://www.jejumarado.com/"" target=""_blank"" title=""새창 : 마라도 홈페이지로 이동"">http://www.jejumarado.com/</a>",50,130,NA,NA02,NA020500,126.2671011468,33.1186461893,6,20251105155906,"마라도는 한국 최남단의 섬이다. 섬을 위에서 보면 고구마 모양을 하고 있으며, 전체적으로 평평하나 등대가 있는 동쪽으로는 해풍의 영향으로 기암절벽을 이루고 있다. 마라도는 운진항에서 배를 타고 30분 정도 소요되며, 정기 여객선과 관광 유람선이 하루 수 차례 왕복 운항하고 있다. 섬 전체가 낮은 풀로 덮여있으며, 초원 군데군데 작은 건물들이 있고, 가을에는 억새가 만발하는 장관을 볼 수 있다. 서쪽 해안은 해식동굴이 발달되어 있다. 마라도의 남쪽 끝에는 최남단비가 있어 인증 사진을 찍는 사람들의 발길이 끊기지 않는다. 
마라도의 가장 높은 지대에 자리하고 있는 마라도 등대는 전 세계 해도에 꼭 기재되는 중요한 등대로, 이 지역을 항해하는 국제 선박 및 어선들에게 안내자의 역할을 한다. 등대 주변으로는 전 세계 유명 등대를 모형으로 만들어 놓은 볼거리가 있다. 
마라도는 섬 전체가 가파르지 않아 남녀노소 부담 없이 거닐 수 있다. 섬 한 바퀴를 다 도는 데는 1시간에서 2시간이면 충분하다. 마라도에 도착해 섬의 시계 반대 방향으로 한 바퀴 돌 때 제일 먼저 만나는 것은 ‘할망당, 처녀당, 비바리당’ 등으로 불리는 마라도의 본향당(本鄕堂) 당이 있다. 당이래야 돌담을 둥그렇게 쌓아두고 그 안에 제단을 마련한 것이 전부지만, 이곳에는 마라도의 잠녀들의 안녕을 지키고 뱃길을 무사히 열어주는 본향신이 모셔져 있다. 마을 사람들은 지금도 당이 있는 바위에 올라서면 바람이 세게 분다 하여 이를 금기 또는 신성시하고 있다.",3,,,마라도,63515,Type1,20030925090000,http://tong.visitkorea.or.kr/cms/resource/83/3516583_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3516583_image3_1.jpg,50,130,NA,NA02,NA020500,126.2671011468,33.1186461893,6,20251105155906,3,,63515,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:29:38.178779+00:00,,,0,0,0,서귀포시 대정읍 주민자치과 064-760-4014,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,"상시 개방<br>
※ 배 운항시간 확인 요망",,
tourism,126452,12,만장굴 (제주도 국가지질공원),제주특별자치도 제주시 구좌읍 만장굴길 182,(구좌읍),,,,,제주특별자치도 제주시 구좌읍 만장굴길 182,(구좌읍),,,,,Type3,20040226090000,https://tong.visitkorea.or.kr/cms/resource/55/3354155_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/3354155_image3_1.jpg,비짓제주 https://www.visitjeju.net/kr,50,110,NA,NA03,NA030100,126.770664622639,33.5280164989348,6,20260511093029,"제주시 구좌읍 김녕리에 위치하는 만장굴은 전체길이 약 7,400 m, 최대 높이 약 25 m, 최대 폭 약 18m로서 제주 세계자연유산의 한 부분인 거문오름용암동굴계(황상구 외, 2005)에 속하는 용암동굴이다. 특히 주 통로는 폭이 18m, 높이가 23m에 이르는 세계적으로도 큰 규모의 동굴이다. 전 세계에는 많은 용암동굴이 분포하지만 만장굴과 같이 수십만 년 전에 형성된 동굴로서 내부의 형태와 지형이 잘 보존되어 있는 용암동굴은 드물어서 학술적, 보전적 가치가 매우 크다. 만장굴은 동굴 중간 부분의 천장이 함몰되어 3개의 입구가 형성되어 있는데, 현재 일반인이 출입할 수 있는 입구는 제2입구이며, 1㎞만 탐방이 가능하다. 만장굴 내에는 용암종류, 용암석순, 용암유석, 용암유선, 용암선반, 용암표석 등의 다양한 용암동굴생성물이 발달하며, 특히 개방구간 끝에서 볼 수 있는 약 7.6m 높이의 용암석주는 세계에서 가장 큰 규모로 알려져 있다.

(출처 : 제주도세계지질공원)",,,,만장굴 (제주도 국가지질공원),63348,Type3,20040226090000,https://tong.visitkorea.or.kr/cms/resource/55/3354155_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/3354155_image3_1.jpg,50,110,NA,NA03,NA030100,126.770664622639,33.5280164989348,6,20260511093029,,,63348,"최대 7,000명(1일)",,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:29:38.330261+00:00,,,1,0,0,064-710-7903,,,,,,,"가능 (약 대형 60대, 소형 75대)",,,,,,,,,,,,,매월 첫째 수요일,,,,,,,,,,,,,,,,09:00~18:00 (입장 마감 17:10),,
tourism,1926601,12,모구리오름,제주특별자치도 서귀포시 성산읍 난산리,2960-1,39,A01,A0101,A01010400,제주특별자치도 서귀포시 성산읍 난산리,2960-1,39,A01,A0101,A01010400,Type3,20140619002803,http://tong.visitkorea.or.kr/cms/resource/96/3477496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3477496_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500190"" target=""_blank"" title=""새창 : 제주 문화관광 사이트로 이동"">http://www.visitjeju.net/</a>",50,130,NA,NA01,NA010100,126.8290126084,33.4081287094,6,20250430134729,"모구리오름은 기생화산으로 분화구는 북쪽으로 휘어진 말굽형이다. 말굽형 경사면 안쪽에 작은 언덕이 있는데 그 모습이 어미개가 새끼를 안은 것처럼 보여 모구리라 이름을 붙였으며 한자로는 모구악이라고 한다. 어미오름 옆에 알오름을 가지고 있는 특이한 구조이며 이때의 알오름을 개 동산이라 한다. 2003년 5월 오름의 서쪽 기슭에 잔디운동장과 극기 훈련장, 인라인스케이트장 등을 갖춘 모구리야영장이 개장되었으며 산등성이를 따라 잘 정비된 산책로가 이어져 있다. 모구리오름을 오르는 이유 중 하나는 편백나무 숲길 때문인데, 편백나무의 피톤치드가 스트레스 해소, 심신 안정, 면역력 증진 등에 효과가 있어, 삼림욕과 함께 편백나무 숲을 거닐며 심신의 안정과 청량한 제주의 공기를 느낄 수 있다.",3,,,모구리오름,63632,Type3,20140619002803,http://tong.visitkorea.or.kr/cms/resource/96/3477496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3477496_image3_1.jpg,50,130,NA,NA01,NA010100,126.8290126084,33.4081287094,6,20250430134729,3,,63632,,,,,,,,,,,,없음,,,,없음,,,,,,,,,,,success,2026-07-13T03:29:39.051272+00:00,,,0,0,0,제주시 관광정보센터 064-740-6000,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,※ 일부 출입이 제한되거나 통제되므로 방문 시 전화문의 요망,,
tourism,1928045,12,모지오름,제주특별자치도 서귀포시 표선면 성읍리,산22,39,A01,A0101,A01010400,제주특별자치도 서귀포시 표선면 성읍리,산22,39,A01,A0101,A01010400,Type3,20140625022034,http://tong.visitkorea.or.kr/cms/resource/83/3477483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3477483_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500194"" target=""_blank"" title=""새창 : 제주 문화관광 사이트로 이동"">http://www.visitjeju.net/</a>",50,130,NA,NA01,NA010100,126.7728760781,33.3962624499,6,20250425101850,"모지오름은 서귀포시 표선면 성읍리에 있는 오름이다. 북동쪽으로 크게 벌어진 말굽형 화구 안에는 화구구가 솟아있고, 이를 에워싼 등성마루가 마치 어린애를 품은 어머니의 모습을 보여 모지오름이라 부르고 있다. 화구가 벌어진 동쪽 방향으로 고분과 같이 보이는 크고 작은 봉우리가 구릉지대를 이루고 있으며, 이중 가장 높은 언덕을 오미 동산이라 부른다. 오름 전사면은 삼나무가 조림되어 중턱까지 숲을 이루고, 화구안의 알오름과 정상부는 평평한 등성마루를 이루면서 완만한 풀밭을 이루고 있다. 어머니가 아기를 안은 형체라 하여 모지오름이라 부르고 있다.",3,,,모지오름,63624,Type3,20140625022034,http://tong.visitkorea.or.kr/cms/resource/83/3477483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3477483_image3_1.jpg,50,130,NA,NA01,NA010100,126.7728760781,33.3962624499,6,20250425101850,3,,63624,,,,,,,,,,,,없음,,,,없음,,,,,,,,,,,success,2026-07-13T03:29:39.179510+00:00,,,0,0,0,제주시 관광정보센터 064-740-6000,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,상시 개방,,
tourism,3559794,12,모진이몽돌해변,제주특별자치도 제주시 추자면 신양4길 18,,,,,,제주특별자치도 제주시 추자면 신양4길 18,,,,,,Type1,20251031113717,https://tong.visitkorea.or.kr/cms/resource/75/3559675_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/75/3559675_image3_1.jpg,비짓제주 https://www.visitjeju.net/kr/,50,110,NA,NA02,NA020900,126.3346,33.9457,6,20260311100340,"모래 없이 동글동글한 돌들로만 이루어진 해수욕장으로 밀려오는 파도 소리에 움직이는 몽돌 소리가 아름다운 곳이다. 한적한 몽돌해변의 편안함으로 관광객들이 많이 찾는 해변 중 하나이다. 또한 물이 맑고 깨끗하며 조약돌들이 햇빛에 반사되어 반짝이는 모습도 장관이다. 도심에서 바쁘게 삶을 영위하다 힐링하러 오는 사람들이 많다. 

(출처 : 비짓제주 홈페이지)",,,,모진이몽돌해변,63001,Type1,20251031113717,https://tong.visitkorea.or.kr/cms/resource/75/3559675_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/75/3559675_image3_1.jpg,50,110,NA,NA02,NA020900,126.3346,33.9457,6,20260311100340,,,63001,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:29:39.730300+00:00,,,0,0,0,제주특별자치도청 해양산업과 064-710-3256,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,상시 개방,,
tourism,126467,12,무수천,제주특별자치도 제주시 애월읍 무수천길,(애월읍) 일대,39,A01,A0101,A01010900,제주특별자치도 제주시 애월읍 무수천길,(애월읍) 일대,39,A01,A0101,A01010900,Type3,20030908090000,http://tong.visitkorea.or.kr/cms/resource/42/3384742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3384742_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500196#"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.visitjeju.net/kr</a>",50,110,NA,NA01,NA010400,126.4470472947,33.4627665614,6,20250324142600,"무수천은 한라산 고지대에서 발원하여 외도 앞바다로 흘러드는 약 25㎞의 긴 하천으로, 경관이 워낙 빼어나 계곡에 들어서면 모든 근심 걱정이 사라진다는 의미를 가지고 있다. 오래된 화산이 분출하면서 용암이 흘러간 자리가 그대로 협곡이 되어버린 무수천은 기묘한 여러 형상들이 눈길을 끈다. 무수천 8경을 선정할 정도로 오랜 세월 비경을 자랑하고 있으며, 계곡을 따라 하류로 내려가면 작은 폭포가 이어진다.",4,,,무수천,63060,Type3,20030908090000,http://tong.visitkorea.or.kr/cms/resource/42/3384742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3384742_image3_1.jpg,50,110,NA,NA01,NA010400,126.4470472947,33.4627665614,6,20250324142600,4,,63060,,,,,,,,,,,,없음,,,,없음,,,,,,,,,,,success,2026-07-13T03:29:39.846469+00:00,,,0,0,0,제주관광정보센터 064-740-6000,,,,,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,상시 개방,,
tourism,2740130,12,문도지오름,제주특별자치도 제주시 한림읍 금악리 3444,,,,,,제주특별자치도 제주시 한림읍 금악리 3444,,,,,,,20210906220452,,,https://www.visitjeju.net,50,110,NA,NA01,NA010100,126.29447180157,33.3268156218965,6,20260305095851,"문도지오름은 한경면 방림원 사잇길을 따라 차량으로 10분 정도 들어가면 차도가 끝나는 지점의 명성목장에서부터 시작되며 제주 올레길 코스에 속해 있다. 이곳은 사유지로, 명성 목장의 말 방목지로도 이용되고 있는데 소유주의 배려로 자유롭게 탐방할 수 있다. 오름은 동쪽으로 열린 말굽형의 모습이며, 산정은 네 방향으로 다채로운 경관을 품고 있다. 뒤편으로는 한라산이 오롯이 조망되며, 금악이오름을 시점으로 신창리 풍력발전기들과 당산봉, 좌측으로는 산방산까지 이어지는 제주의 서남부 권역이 드넓게 펼쳐진다.",,,,문도지오름,63020,,20210906220452,,,50,110,NA,NA01,NA010100,126.29447180157,33.3268156218965,6,20260305095851,,,63020,,,,,,,,,,,,없음,,,,,,,,,,,,,,,success,2026-07-13T03:29:40.253155+00:00,,,0,0,0,제주관광정보센터 064-740-6000,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,상시 개방,,
tourism,127048,12,문섬·섶섬·범섬·새섬,제주특별자치도 서귀포시 남성중로 43 (서홍동),,,,,,제주특별자치도 서귀포시 남성중로 43 (서홍동),,,,,,Type1,20030925090000,https://tong.visitkorea.or.kr/cms/resource/33/4065833_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/33/4065833_image3_1.jpg,,50,130,NA,NA02,NA020500,126.55826631161925,33.23979255217772,6,20260519162458,"서귀포 앞바다에는 새섬, 문섬, 범섬, 섶섬은 천연기념물로 지정된 아름다운 섬으로 서귀포해양도립공원에 속해있다. 이 중 문섬, 범섬, 섶섬은 유네스코 생물 보전권 지역으로 등록되었다. 서귀포항에서 이 섬들을 유람선과 잠수함으로 즐길 수 있다. 주변으로 천지연폭포를 비롯한 이중섭미술관, 서귀포 매일올레시장 등 다양한 체험을 할 수 있는 곳도 많다.",,,,문섬·섶섬·범섬·새섬,63594,Type1,20030925090000,https://tong.visitkorea.or.kr/cms/resource/33/4065833_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/33/4065833_image3_1.jpg,50,130,NA,NA02,NA020500,126.55826631161925,33.23979255217772,6,20260519162458,,,63594,,,,,,,,,,,,없음,,,,,,,,,,,,,,,success,2026-07-13T03:29:40.723759+00:00,,,0,0,0,제주동부관광지관리사무소 064-710-6656,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,유람선 탑승별로 상이함,,
tourism,2433925,12,물영아리오름,제주특별자치도 서귀포시 남원읍 태수로 552,,39,A01,A0101,A01010400,제주특별자치도 서귀포시 남원읍 태수로 552,,39,A01,A0101,A01010400,Type1,20161012001456,http://tong.visitkorea.or.kr/cms/resource/64/3552664_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3552664_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500202""target=""_blank"" title=""새창: 비짓제주"">https://www.visitjeju.net/kr/</a>",50,130,NA,NA01,NA010100,126.7169963890,33.3268525509,6,20251023143000,"물영아리는 신령스러운 산이란 뜻이다. 또한  ‘수령산’, ‘수령악’으로 불리며, ‘물의 수호신’이 산다는 말이 전해져 내려오는 곳이다. 이름 앞에 ‘물’은 분화구에 고인 습지를 품고 있어 붙은 접두어이다. 분화구의 깊이는 40여 m로 2100~2800년 전에 퇴적되었으며, 퇴적층의 깊이가 최대 10m에 이르는 습지오름이다. 
물영아리오름 람사르 습지 탐방은 여러 갈래의 숲길로 무더운 여름 날씨에도 뜨거운 태양을 피해 시원한 바람을 맞으며 탐방할 수 있으며, 비가 오는 날씨에도 몽환적인 분위기를 자아내어 찾는 이들의 감탄을 자아낸다.
물영아리오름은 수망리 중잣성 생태 탐방로와 연계되어 있다.  잣성은 제주도의 전통적인 목축 문화 유물로 목초지에 쌓아 올린 경계용 돌담을 뜻한다. 물영아리오름 주변에 주민들이 산지 축산을 하고 있어 오름 주변은 목가적인 풍경을 이룬다. 오름 탐방은 소 떼가 유유히 노니는 목장 둘레를 따라 반 바퀴를 돌고 나서야 본격적으로 시작된다. 
2006년 세계적인 습지 보호 단체에서 지정한 람사르습지로 지정된 보호 구역이기도 하다. 다양한 동식물의 서식지로 야생동물과 멸종위기종이 서식하고 있어 자연생태에 대한 보존가치가 매우 높다.",3,,,물영아리오름,63615,Type1,20161012001456,http://tong.visitkorea.or.kr/cms/resource/64/3552664_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3552664_image3_1.jpg,50,130,NA,NA01,NA010100,126.7169963890,33.3268525509,6,20251023143000,3,,63615,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:29:40.850077+00:00,,,0,0,0,"제주관광정보센터 064-740-6000<br>
물영아리오름 064-728-6200",,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,상시 개방,,
tourism,2765223,12,미악산,제주특별자치도 서귀포시 인정오름로 387-63,,39,A01,A0101,A01010400,제주특별자치도 서귀포시 인정오름로 387-63,,39,A01,A0101,A01010400,Type1,20211101184740,http://tong.visitkorea.or.kr/cms/resource/54/3585154_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3585154_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500206"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.visitjeju.net/kr</a>",50,130,NA,NA01,NA010100,126.5542194241,33.3005945221,6,20251217104831,"미악산은 한라산과 서귀포 시내권을 함께 조망할 수 있는 제주오름이다. 전사면으로 해송과 삼나무가 조림되어 있고, 북동사면 일부에 상록수가 우거진 숲을 이루고 있으나, 예전에는 풀밭오름이었다고 한다. 미악산 북쪽에서 동쪽으로 흐르는 효돈천계곡은 난대림이 우거지고 물이 맑으며 폭포가 있고, 돈내코유원지가 있어 절승의 계곡미를 이루고 있으며, 미악산 북쪽 난대림은 우리나라의 극상(極相)상태 보유림으로 알려져 있다. 서귀포 중앙부에 위치해 시내권과도 가까워 서귀포 시민들의 산책코스이며, 편백숲과 한라산 조망이 근사해서 관광객들도 찾는 오름이다.

(출처: 비짓제주 홈페이지)",3,,,미악산,63576,Type1,20211101184740,http://tong.visitkorea.or.kr/cms/resource/54/3585154_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3585154_image3_1.jpg,50,130,NA,NA01,NA010100,126.5542194241,33.3005945221,6,20251217104831,3,,63576,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:29:41.173318+00:00,,,0,0,0,064-760-4701,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,상시 개방,,
tourism,2738721,12,미천굴,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,,39,A01,A0101,A01011900,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,,39,A01,A0101,A01011900,Type3,20210901201107,http://tong.visitkorea.or.kr/cms/resource/61/3401661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3401661_image3_1.jpg,"<a href=""http://www.ilchulland.com/"" target=""_blank"" title=""새창 : 미천굴 사이트로 이동"">www.ilchulland.com</a>",50,130,NA,NA03,NA030100,126.8415509789,33.3833177616,6,20251202161409,"미천굴은 학술적, 관광적, 문화적 가치를 간직한 중요한 자원이며, 주변의 맑은 공기와 깨끗한 물, 푸른 들판, 오름 등을 간직하고 있다. 특히 원초적인 암흑의 지하 공간은 인간의 본질과 미래에 대해 사색하고 추상하는 창조의 공간이 된다. 도시에서는 쉽게 경험할 수 없는 절대 자연미를 느낄 수 있는 공간으로, 총 1,700m 중 365m 구간을 개방하고 있다. 미천굴의 입구는 천정함몰에 의해 형성되었으며 천정 두께는 비교적 얕은 편이다. 동굴을 형성한 현무암류에서는 동굴 지표면상의 유동 방향을 나타내는 로피 구조를 엿볼 수 있다.",3,,,미천굴,63635,Type3,20210901201107,http://tong.visitkorea.or.kr/cms/resource/61/3401661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3401661_image3_1.jpg,50,130,NA,NA03,NA030100,126.8415509789,33.3833177616,6,20251202161409,3,,63635,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:29:41.759692+00:00,,,0,0,0,064-784-2080,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,09:00~18:00 (입장 마감 16:00),,
tourism,1933217,12,바늘오름,제주특별자치도 제주시 조천읍 교래리,산 108,39,A01,A0101,A01010400,제주특별자치도 제주시 조천읍 교래리,산 108,39,A01,A0101,A01010400,Type3,20140710222239,http://tong.visitkorea.or.kr/cms/resource/44/3477944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3477944_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500215#"" target=""_blank"" title=""새창 : 제주 문화관광 사이트로 이동"">http://www.visitjeju.net/</a>",50,110,NA,NA01,NA010100,126.6540100777,33.4537041957,6,20250520172358,"제주시 조천읍 교래리에 위치한 이 오름은 주변에 가시덤불이 많아 바늘오름 또는 제주 사투리로 바늘을 이르는 바농오름이라고도 한다. 오름은 삼나무로 뒤덮여 숲을 이루고 있고, 삼나무를 벗어나면 해송과 낙엽수림, 잡목이 우거져 숲을 이루고 있다. 원형 화구 안에는 풀밭을 이루고 있는 가운데 해송, 쥐똥나무, 찔레나무, 청미래덩굴, 윤노리나무 등이 식생하고, 말굽형 화구 안에는 보리수나무와 잡목 등이 우거져 자연림의 숲을 이루고 있다. 동쪽에 북동쪽으로 깊은 골이 패어 있는 곳에 상록수림이 형성되어 있다. 오름의 남동쪽에는 주로 해송이 있다. 정상에서는 억새가 피는 계절이면 억새가 정상을 뒤덮을 정도로 가득하다. 날이 좋을 때는 바늘 오름 정상에서 한라산의 모습이 아주 가깝게 보이기도 한다. 또한 남쪽에는 돌문화공원이 보이는데, 바늘 오름 인근에는 돌문화공원, 에코랜드 등 가볼 만한 곳이 많아 위치적으로도 좋다.",4,,,바늘오름,63346,Type3,20140710222239,http://tong.visitkorea.or.kr/cms/resource/44/3477944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3477944_image3_1.jpg,50,110,NA,NA01,NA010100,126.6540100777,33.4537041957,6,20250520172358,4,,63346,,,,,,,,,,,,없음,,,,없음,,,,,,,,,,,success,2026-07-13T03:29:42.127623+00:00,,,0,0,0,제주시 관광정보센터 064-740-6000,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,※ 일부 통제될 수 있으므로 방문 시 전화문의 요망,,
tourism,2765227,12,바리메오름,제주특별자치도 제주시 애월읍 어음리 산1,,39,A01,A0101,A01010400,제주특별자치도 제주시 애월읍 어음리 산1,,39,A01,A0101,A01010400,Type3,20211101185029,http://tong.visitkorea.or.kr/cms/resource/66/3523666_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3523666_image3_1.jpg,,50,110,NA,NA01,NA010100,126.3752995443,33.3930648051,6,20250819175743,"바리메 오름은 제주시 애월읍 어음리에 있는 오름으로 오름 중 높고 경사가 가파른 오름에 속한다. 오름 정상 분화구 모양이 절에서 쓰는 승려들의 공양 그릇 바리를 닮았다고 하여 바리메 오름으로 불리게 되었다. 오름의 서쪽으로는 목장이 들어서 있고, 나머지 경사면은 소나무가 무성히 자라고 있다. 경사가 있는 오름으로 둘레길처럼 운동화 차림보다는 등산화 차림이 편할 수 있다. 등산로를 따라 다양한 야생화와 피어있고 정상에는 다래 오름, 폭낭오름, 괴오름, 북돌아진 오름 등이 있어 크고 작은 오름들이 어울려 있는 진풍경을 만날 수 있다.",4,,,바리메오름,,Type3,20211101185029,http://tong.visitkorea.or.kr/cms/resource/66/3523666_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3523666_image3_1.jpg,50,110,NA,NA01,NA010100,126.3752995443,33.3930648051,6,20250819175743,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:29:42.712670+00:00,,,0,0,0,제주관광정보센터 064-740-6000,,,,,,,가능,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,※ 통제될 수 있으므로 방문 시 전화문의 요망,,
