dataset,contentid,contenttypeid,title,addr1,addr2,areacode,cat1,cat2,cat3,common_addr1,common_addr2,common_areacode,common_cat1,common_cat2,common_cat3,common_cpyrhtDivCd,common_createdtime,common_fetch_error,common_fetch_status,common_fetched_at,common_firstimage,common_firstimage2,common_homepage,common_lDongRegnCd,common_lDongSignguCd,common_lclsSystm1,common_lclsSystm2,common_lclsSystm3,common_mapx,common_mapy,common_mlevel,common_modifiedtime,common_overview,common_sigungucode,common_tel,common_telname,common_title,common_zipcode,cpyrhtDivCd,createdtime,firstimage,firstimage2,intro_accomcount,intro_accomcountculture,intro_accomcountleports,intro_accomcountlodging,intro_barbecue,intro_beauty,intro_beverage,intro_bicycle,intro_campfire,intro_checkintime,intro_checkouttime,intro_chkbabycarriage,intro_chkbabycarriageculture,intro_chkbabycarriageleports,intro_chkbabycarriageshopping,intro_chkcooking,intro_chkcreditcard,intro_chkcreditcardculture,intro_chkcreditcardfood,intro_chkcreditcardleports,intro_chkcreditcardshopping,intro_chkpet,intro_chkpetculture,intro_chkpetleports,intro_chkpetshopping,intro_culturecenter,intro_discountinfo,intro_discountinfofood,intro_expagerange,intro_expagerangeleports,intro_expguide,intro_fairday,intro_fetch_error,intro_fetch_status,intro_fetched_at,intro_firstmenu,intro_fitness,intro_foodplace,intro_heritage1,intro_heritage2,intro_heritage3,intro_infocenter,intro_infocenterculture,intro_infocenterfood,intro_infocenterleports,intro_infocenterlodging,intro_infocentershopping,intro_karaoke,intro_kidsfacility,intro_lcnsno,intro_opendate,intro_opendatefood,intro_opendateshopping,intro_openperiod,intro_opentime,intro_opentimefood,intro_packing,intro_parking,intro_parkingculture,intro_parkingfee,intro_parkingfeeleports,intro_parkingfood,intro_parkingleports,intro_parkinglodging,intro_parkingshopping,intro_pickup,intro_publicbath,intro_publicpc,intro_refundregulation,intro_reservation,intro_reservationfood,intro_reservationlodging,intro_reservationurl,intro_restdate,intro_restdateculture,intro_restdatefood,intro_restdateleports,intro_restdateshopping,intro_restroom,intro_roomcount,intro_roomtype,intro_saleitem,intro_saleitemcost,intro_sauna,intro_scale,intro_scalefood,intro_scaleleports,intro_scalelodging,intro_scaleshopping,intro_seat,intro_seminar,intro_shopguide,intro_smoking,intro_spendtime,intro_sports,intro_subfacility,intro_treatmenu,intro_usefee,intro_usefeeleports,intro_useseason,intro_usetime,intro_usetimeculture,intro_usetimeleports,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,zipcode
tourism,482093,12,천왕사(제주),제주특별자치도 제주시 1100로 2528-111 (노형동),,39,A02,A0201,A02010800,제주특별자치도 제주시 1100로 2528-111 (노형동),,39,A02,A0201,A02010800,Type3,20080222223149,,success,,http://tong.visitkorea.or.kr/cms/resource/37/3034437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3034437_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022631"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.visitjeju.net</a>",50,110,HS,HS03,HS030100,126.4939972225,33.4082872226,6,20250407151038,"아흔아홉 골의 수려한 풍광 속에 들어앉은 천왕사는 한라산 어승생 동쪽에 수많은 봉우리와 골짜기로 이루어진 아흔아홉 골 중 하나인 금봉곡 아래 위치한 사찰이다. 1955년 천왕사 근처 토굴에서 참선수행하던 비룡스님에 의해 수영산 선원이란 명칭으로 처음 창건되었다. 비록 건립된 지 오래되지 않았으나 1994년 전통 사찰로 지정되었다. 대웅전 바로 뒤로는 용바위라 불리는 커다란 바위가 있고, 마당 왼쪽 자락에 기세 좋게 곧게 뻗은 바위가 울창한 숲과 어우러져 절경을 이룬다. 사찰 옆의 냇물을 따라 올라가면 한라산의 유일한 폭포라는 선녀 폭포가 나오고, 사찰 입구에는 약수터가 있다. 특히 가을에 기암절벽 아래 물드는 단풍이 장관으로 알려져 있다.",4,,,천왕사(제주),63080,Type3,20080222223149,http://tong.visitkorea.or.kr/cms/resource/37/3034437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3034437_image3_1.jpg,,,,,,,,,,,,불가,,,,,없음,,,,,,,,,,,,,,,,,success,2026-07-13T03:35:46.737177+00:00,,,,0,0,0,064-748-8811,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,상시 개방,,,50,110,HS,HS03,HS030100,126.4939972225,33.4082872226,6,20250407151038,4,,63080
tourism,2765240,12,천주교 대정성지,제주특별자치도 서귀포시 대정읍 추사로247번길 102,,39,A02,A0201,A02010200,제주특별자치도 서귀포시 대정읍 추사로247번길 102,,39,A02,A0201,A02010200,Type3,20211101190532,,success,,http://tong.visitkorea.or.kr/cms/resource/03/3391703_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3391703_image3_1.jpg,,50,130,HS,HS01,HS010200,126.2607820469,33.2535839778,6,20251127181453,"대정성지는 다산 정약용의 조카이자 제주 최초의 천주교인 정난주 마리아의 묘가 안치된 곳이다. 그녀의 남편인 황사영은 신유박해의 실상을 저술한 백서를 청나라에 보내려다가 발각되어 처형당했고, 그녀 역시 제주로 유배되었다. 제주 관노로 전락했음에도 신앙심을 잃지 않고 그녀의 풍부한 교양과 학식으로 주민들을 교화해 이웃들의 칭송을 받았다고 한다. 그녀가 세상을 떠나자 주민들은 그녀를 추모하는 공간을 마련했고, 훗날 천주교는 이곳을 대정성지로 꾸며 성지순례 장소 중 하나가 되었다.",3,,,천주교 대정성지,63505,Type3,20211101190532,http://tong.visitkorea.or.kr/cms/resource/03/3391703_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3391703_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:35:46.829319+00:00,,,,0,0,0,제주관광정보센터 064-740-6000,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,상시 개방,,,50,130,HS,HS01,HS010200,126.2607820469,33.2535839778,6,20251127181453,3,,63505
tourism,1621032,12,평화통일 불사리탑,제주특별자치도 제주시 조천읍 일주동로 884,(조천읍),39,A02,A0201,A02010800,제주특별자치도 제주시 조천읍 일주동로 884,(조천읍),39,A02,A0201,A02010800,Type3,20120503020614,,success,,http://tong.visitkorea.or.kr/cms/resource/18/3384918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3384918_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500665#"" target=""_blank"" title=""새창 : 제주 문화관광 홈페이지로 이동"">http://www.visitjeju.net</a>",50,110,HS,HS03,HS030100,126.6362431688,33.5319646966,6,20250324131552,"평화통일 불사리탑은 반구형으로 건립한 불교사원으로 1998년 8월 15일 완공되었다. 조선시대의 억불정책에 맞서 불교중흥을 위해 헌신하다가 제주도로 유배된 허응당 보우대사와 환성 지안대사의 전법 정신을 이어 조국  통일과 세계평화를 염원하며 세운 사찰이다.
탑은 민족의 영산 백두의 천지에 정방향으로 맞추어 건축했고 한라산과 백두산이 불사리탑을 축으로 서로 일직선상에 놓이도록 했다. 불사리탑의 높이는 33M로 이것은 불교에서 말하는 천상세계 삼십삼천을 상징하는데 1층은 둥근 우주의 완전한 평화와 행복, 2층은 깨달음과 열반으로 이끄는 올바른 여덟 가지 길, 3층은 108번뇌를 상징한다.",4,,,평화통일 불사리탑,63335,Type3,20120503020614,http://tong.visitkorea.or.kr/cms/resource/18/3384918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3384918_image3_1.jpg,,,,,,,,,,,,없음,,,,,없음,,,,,,,,,,,,,,,,,success,2026-07-13T03:35:46.917407+00:00,,,,0,0,0,064-740-6000,,,,,,,,,,,,,,,,가능 (소형 30대),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,110,HS,HS03,HS030100,126.6362431688,33.5319646966,6,20250324131552,4,,63335
tourism,1620997,12,하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,,39,A02,A0205,A02050200,제주특별자치도 서귀포시 안덕면 사계리 112-3,,39,A02,A0205,A02050200,Type1,20120503012500,,success,,http://tong.visitkorea.or.kr/cms/resource/24/3551524_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3551524_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500678"" target=""_blank"" title=""새창 : 비짓제주 홈페이지로 이동"">https://www.visitjeju.net</a>",50,130,HS,HS02,HS020100,126.3146500324,33.2337481229,6,20251023143000,"하멜기념비는 핸드릭 하멜의 공덕과 네덜란드와 대한민국 간 우호 증진의 증표로 1980년 4월 1일 한국국제문화협회와 주한네덜란드대사관에 의해 산방굴사 바로 앞 해변가 언덕에 세워졌다. 조선 효종 4년(1653) 하멜 일행이 탄 네덜란드의 무역선 스페로호크호가 심한 풍랑으로 서귀포시 안덕면 사계리에 표류하게 된다. 하멜은 입도 후 13년 동안 이곳에 머물렀고, 고국으로 돌아갔는데 1668년 ‘하멜 표류기’, 일명 ‘난선 제주도 난파기’를 출판하여 한국을 서양에 널리 밝힌 최초의 사람이다.",3,,,하멜기념비,63528,Type1,20120503012500,http://tong.visitkorea.or.kr/cms/resource/24/3551524_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3551524_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:35:47.590612+00:00,,,,0,0,0,064-760-6304,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,상시 개방,,,50,130,HS,HS02,HS020100,126.3146500324,33.2337481229,6,20251023143000,3,,63528
tourism,4073368,12,향사당,제주특별자치도 제주시 중앙로12길 29 (삼도이동),,,,,,제주특별자치도 제주시 중앙로12길 29 (삼도이동),,,,,,Type1,20260610161539,,success,,https://tong.visitkorea.or.kr/cms/resource/77/4072177_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/77/4072177_image3_1.jpeg,https://www.heritage.go.kr/,50,110,HS,HS01,HS011200,126.5216321815,33.5120459469,,20260610161544,"조선 시대 제주 고을의 어른들이 봄과 가을 두 차례 모여 활쏘기와 주연을 베풀며 고을의 당면 과제를 의논하고 민심의 동향을 살피던 향사당이 제주시 원도심 골목길 안쪽에 자리한다. 향사당은 본래 유향소의 기능을 담당했으나 1475년(성종 6) 예악과 덕행을 세우는 향사음례를 행하는 유향소라는 뜻으로 개칭됐으며, 좌수 1인·별감 3인을 임원으로 두고 지방 자치 기능까지 수행했다. 당초 가락천 서쪽에 있던 건물은 1691년(숙종 17) 현 위치로 이전됐고, 1981년 현재의 모습으로 고쳐 지어졌다. 홑처마 팔작지붕에 2고주 7량 구조이며 중앙 대청에 우물마루를 깔았고, 현무암으로만 쌓은 화방벽과 도리 방향 첨차 설치가 독특한 건축적 특징으로 꼽힌다. 1975년 제주특별자치도 유형문화유산으로 지정되었으며, 현재는 제주 국가유산 방문자센터로 활용되고 있다.",,,,향사당,63168,Type1,20260610161539,https://tong.visitkorea.or.kr/cms/resource/77/4072177_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/77/4072177_image3_1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:35:47.886541+00:00,,,,0,0,0,제주특별자치도 세계유산본부 064-710-6703,,,,,,,,,,,,,,,,불가능,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00~18:00,,,50,110,HS,HS01,HS011200,126.5216321815,33.5120459469,,20260610161544,,,63168
tourism,3026604,12,효명사,제주특별자치도 서귀포시 516로 815-41 효명사,,39,A02,A0201,A02010800,제주특별자치도 서귀포시 516로 815-41 효명사,,39,A02,A0201,A02010800,Type3,20230912110214,,success,,http://tong.visitkorea.or.kr/cms/resource/93/3026593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3026593_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000007377"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.visitjeju.net/kr/</a>",50,130,HS,HS03,HS030100,126.5941765584,33.3233287582,6,20250403104931,"효명사는 서귀포시 남원읍에 위치한 울창한 숲 속에 아담한 집처럼 보이는 소박한 법당이다. 산신각을 통과하면 보이는 효명사는 여느 절과 달리 조그마한 건물 서너 채만 있어서 생경한 느낌을 준다. 법당 입구에서 극락, 천국, 이끼문이라고 적힌 이정표를 발견할 수 있는데 모두 한 곳이다. 조금 내려가다 보면 돌계단이 보이고 이끼로 뒤덮인 자그마한 아치형의 돌문이 하나 보이는데 이것이 바로 사람들에게 효명사를 알리게 해 준 천국의 문이다. 이 문을 지나면 아직은 때묻지 않은 제주 자연 그대로의 계곡을 만날 수 있고 바로 근처에 별이폭포와 이끼폭포가 있으며 곳곳에 각자의 소원들을 빌며 쌓은 작은 돌탑들도 볼 수 있다. 근처의 산책로는 이끼들로 뒤덮혀있어 바닥과 돌들로 인해 미끄럽기 때문에 조심해서 걸어야 한다. 주변에 있는 선덕사, 선돌, 원앙폭포도 함께 서귀포 여행 일정에 포함시켜 방문하는 것을 추천한다.",3,,,효명사,63607,Type3,20230912110214,http://tong.visitkorea.or.kr/cms/resource/93/3026593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3026593_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:35:48.003518+00:00,,,,0,0,0,064-733-4950,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,상시 개방,,,50,130,HS,HS03,HS030100,126.5941765584,33.3233287582,6,20250403104931,3,,63607
tourism,3026711,12,가시리국산화풍력발전단지,제주특별자치도 서귀포시 표선면 녹산로 464-78,,39,A02,A0204,A02040400,제주특별자치도 서귀포시 표선면 녹산로 464-78,,39,A02,A0204,A02040400,Type3,20230920140339,,success,,http://tong.visitkorea.or.kr/cms/resource/92/3026692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3026692_image3_1.jpg,,50,130,EX,EX06,EX060900,126.7341100468,33.3939370848,6,20250408135047,"제주도 서귀포시 동남쪽 끝에 위치한 표선면 가시리는 제주도 내에서 아직 개발되지 않은 지역이라고 할 수 있는데 2009년 1월 국내 최초 지역주민 참여 방식으로 진행된 풍력발전단지  부지 선정 공모에서 최종 부지로 낙점됨에 따라 마을이 새롭게 변화되어 가고 있다. 가시리국산화풍력발전단지는 광활한 평원에 유채꽃단지가 조성되어 있는 가시리 공동목장에 들어서 있다. 봄이 되면 유채꽃과 벚꽃의 콜라보레이션을 즐길 수 있는 드라이브 코스로 유명한 녹산로 유채꽃길과 가까운 곳에 있다. 이곳 바람들판의 가을녁엔 빛나는 억새의 향연과 커다란 풍력발전기가 돌아가는 풍경을 볼 수 있는데 이국적인 아름다움을 선사한다. 이곳에서는 뒤로 보이는 풍력발전단지를 배경 삼아 한라산, 돌담과 어우러진 제주 조랑말들과 소들이 평온하게 풀을 뜯어 먹는 장면을 즐길 수 있다. 픙력단지 입구 왼쪽으로는 유채꽃프라자로 가는 길이고 이곳에서 차 한잔하며 카페 계단으로 올라가서 보는 목가적인 경치도 좋다. 카페 뒤쪽에도 유채꽃 단지가 있다.",3,,,가시리국산화풍력발전단지,63622,Type3,20230920140339,http://tong.visitkorea.or.kr/cms/resource/92/3026692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3026692_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T03:35:48.435900+00:00,,,,0,0,0,제주 서귀포시 종합관광안내소 064-732-1330,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,상시 개방,,,50,130,EX,EX06,EX060900,126.7341100468,33.3939370848,6,20250408135047,3,,63622
tourism,3410648,12,가을동화 감귤밭,제주특별자치도 서귀포시 남원읍 하례로 504,,,,,,제주특별자치도 서귀포시 남원읍 하례로 504,,,,,,Type3,20241108145631,,success,,https://tong.visitkorea.or.kr/cms/resource/43/3410543_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/43/3410543_image3_1.jpg,,50,130,EX,EX03,EX030300,126.61653673940317,33.291322899887895,6,20260330173313,"가을동화 감귤밭은 남녀노소 아이들과 어른들 가릴 것 없이 누구나 즐겁게 귤 따기를 체험할 수 있는 곳이다. 각종 다양한 TV 프로그램에도 출연했으며, 싱그러운 귤 맛과 아름다운 풍경을 자랑한다. 이곳에서 재배되는 귤은 맛이 좋기로 유명한데 그 이유는 바로 일반적인 감귤 생산 방식이 아닌 타이벡 감귤 재배 방식을 적용하고 있기 때문이다. 귤 따기 체험과 함께 맛있는 귤을 맛보고 싶다면 방문해 보기에 좋다.",,,,가을동화 감귤밭,63607,Type3,20241108145631,https://tong.visitkorea.or.kr/cms/resource/43/3410543_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/43/3410543_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"타이벡 감귤체험 / 하우스 감귤체험 / 한라봉 감귤체험 등 
※ 자세한 내용은 네이버 플레이스 참고",,,success,2026-07-13T03:35:48.539237+00:00,,,,0,0,0,010-4518-3678,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,,2월~8월  ※ 방문 전 전화문의 요망,,,,,,,,,,,,,,,,,,,,,,,,,,매년 9월~다음 년도 1월,10:00~17:00 (입장 마감 16:30),,,50,130,EX,EX03,EX030300,126.61653673940317,33.291322899887895,6,20260330173313,,,63607
tourism,635593,12,갈중이(천연염색체험),제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이,,,,,,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이,,,,,,Type1,20081010200127,,success,,https://tong.visitkorea.or.kr/cms/resource/95/3552495_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/95/3552495_image3_1.jpg,공식 홈페이지 http://www.jejumg.com/index.html공식 인스타그램 https://www.instagram.com/galjungi,50,130,EX,EX01,EX010100,126.3136470705,33.2351126968,6,20260624104459,"갈중이는 감 재배부터 갈옷 제작과 판매, 천연염색 체험까지 운영하는 곳으로, 3대에 걸쳐 제주의 전통 의상이자 문화유산인 갈옷의 맥을 이어오고 있다. 모든 제작 공정을 제주 현지에서 직접 진행하며, 사계리 산방산 아래에 자리하고 있다. 갈옷은 제주에서 쉽게 구할 수 있는 감을 이용해 만든 전통 의상으로, 예로부터 제주 사람들이 일상복으로 즐겨 입어 왔다. 자외선 차단 효과와 뛰어난 통기성을 갖추고 있으며, 항균 및 탈취 기능이 우수해 실용적인 옷으로 알려져 있다. 입구에는 돌하르방이 놓여 있으며, 내부에서는 감물로 염색한 원단을 살펴볼 수 있다. 뒤편 잔디밭에는 감물 염색 체험이 이루어지는 체험 마당이 마련되어 있으며, 갈옷을 비롯해 감물·쑥물로 염색한 침구류와 다양한 소품도 구매할 수 있다.",,,,갈중이(천연염색체험),63528,Type1,20081010200127,https://tong.visitkorea.or.kr/cms/resource/95/3552495_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/95/3552495_image3_1.jpg,,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,천연 염색 체험,,,success,2026-07-13T03:35:49.146519+00:00,,,,0,0,0,064-794-1686,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00~18:00,,,50,130,EX,EX01,EX010100,126.3136470705,33.2351126968,6,20260624104459,,,63528
tourism,3057021,12,개똥이네농장,제주특별자치도 제주시 조천읍 종인내길 133,,,,,,제주특별자치도 제주시 조천읍 종인내길 133,,,,,,Type3,20231204122707,,success,,https://tong.visitkorea.or.kr/cms/resource/62/3056962_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/3056962_image3_1.jpg,,50,110,EX,EX03,EX030300,126.62278314549967,33.49488846768377,6,20260331134801,"제주 조천읍에 있는 개똥이네 농장은 귤을 마음껏 따서 먹고 바구니 한가득 귤을 담아가는 체험농장이다. 8월부터 2월까지 감귤 체험을 운영하며, 계절별 꽃 농장을 운영하는데 핑크뮬리(9월 말~11월), 가을꽃(9월~11월), 동백정원(12월~1월), 수국정원(5월 말~7월 초)이 열린다. 또 알파카, 말, 염소에게 먹이를 주는 동물체험도 있다. 다양한 체험활동이 가능하다. 부대 시설로 카페를 운영하고 있어 체험이 끝난 후 차 한 잔 마시며 힐링하는 여유를 가질 수 있는 곳이다. 주변 관광지로는 함덕해수욕장, 삼양해수욕장, 너븐숭이 4·3기념관 등이 있다.",,,,개똥이네농장,63344,Type3,20231204122707,https://tong.visitkorea.or.kr/cms/resource/62/3056962_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/3056962_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,감귤체험 / 알파카 먹이주기 체험 / 수국축제 등,,,success,2026-07-13T03:35:49.562884+00:00,,,,0,0,0,064-759-0017,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00~18:00※ 전화 문의 후 방문 요망,,,50,110,EX,EX03,EX030300,126.62278314549967,33.49488846768377,6,20260331134801,,,63344
tourism,128443,12,교래 삼다수마을,제주특별자치도 제주시 조천읍 교래3길 98,,39,A02,A0203,A02030100,제주특별자치도 제주시 조천읍 교래3길 98,,39,A02,A0203,A02030100,Type1,20050428090000,,success,,http://tong.visitkorea.or.kr/cms/resource/18/3586318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3586318_image3_1.jpg,"<a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000019919#"" target=""_blank"" title=""새창: 비짓제주 홈페이지로 이동"">https://www.visitjeju.net</a>",50,110,EX,EX03,EX030100,126.6746449016,33.4315819724,6,20251222175834,"교래 삼다수마을은 교래리 마을 전체를 새로운 관광지로 조성한다는 목표 아래 마을과 제주개발공사가 손잡고 탄생시킨 곳이다. 교래 삼다수마을은 교래리의 지역명과 제주 삼다수를 합친 명칭으로, 삼다수 생수 수원 발생지이기 때문에 삼다수마을로 불리고 있다. 동남쪽으로는 넓고 푸른 목장지대와 오름이 펼쳐져 있고 서남쪽으로는 울창한 숲과 계곡이 아름다운 풍경을 이룬다. 2018년 1월 지질공원 대표명소로 추가 지정·고시되었으며, 지질학적 가치가 높은 교래곶자왈, 교래리 퇴적층, 맨틀 포획암, 돌문화공원, 산굼부리 등이 위치해 있다. 생태적 측면에서 삼나무 숲길을 중심으로 희귀 식물인 붓순나무와 활 칠 나무 군락지가 있으며, 다양한 생물들이 공존하고 있다. 역사문화적 측면에서 본향당과 산마장, 잣성, 사냥터 등의 유적지가 분포하고 있다. 제주개발공사와 교래리 마을 간의 협력에 의해 지질공원 대표명소로 확대된 최초의 사례라는 측면에서 중요한 의미가 있다. 삼다수마을 숲길 시작점에는 제주 삼다수의 가치를 알리는 물홍보관이 있으며 방문 전 예약해야 관람할 수 있다. 또한 토종닭유통특구로, 이를 활용한 다양한 토속 음식점들이 자리 잡고 있어 여행의 다양한 재미를 충족시킬 수 있는 마을이다.",4,,,교래 삼다수마을,63346,Type1,20050428090000,http://tong.visitkorea.or.kr/cms/resource/18/3586318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3586318_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"오름체험 / 곶자왈(오름)체험 / 삼다수 공장견학 등 <br>
※ 자세한 사항은 전화문의",,,success,2026-07-13T03:35:49.776275+00:00,,,,0,0,0,064-784-1746,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,,,,,,,상시 개방,,,50,110,EX,EX03,EX030100,126.6746449016,33.4315819724,6,20251222175834,4,,63346
tourism,129073,12,구엄어촌체험마을,제주특별자치도 제주시 애월읍 애월해안로 713,,39,A02,A0203,A02030100,제주특별자치도 제주시 애월읍 애월해안로 713,,39,A02,A0203,A02030100,Type3,20060627090000,,success,,http://tong.visitkorea.or.kr/cms/resource/79/3384779_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3384779_image3_1.jpg,"<a href=""www.구엄어촌체험마을.kr"" target=""_blank"" title=""새창 : 구엄어촌체험마을 홈페이지로 이동"">www.구엄어촌체험마을.kr</a>",50,110,EX,EX03,EX030400,126.3772556628,33.4839964391,6,20250324151729,"구엄어촌체험마을은 돌염전의 역사를 품고 있는 어촌마을로, 아름다운 해안절경을 자랑한다. 북쪽으로는 남해와 접해있고, 서쪽으로는 원내천이 흐르는 대부분의 지역이 평지로 이루어져 있다. 특히, 구엄포구는 거북이 껍질처럼 독특하게 생긴 자연 염전을 볼 수 있는 곳으로, 넓데 드러누운 현무암 위에 차흙으로 둑을 쌓고 그곳에 고인 바닷물이 햇볕에 마르면서 생기는 소금을 생산하던 곳이다. 약 390여 년 동안 품질이 뛰어난 천일염이 생산되다가 해방 이후 폐기되어 소금 생산을 하지 않고 있지만, 2009년에 제주시에서 돌염전 일부를 복원하였다.
이 돌염전을 ‘소금빌레’라고도 하는데, 빌레란 제주어로 ‘너럭바위’를 뜻한다고 한다. 구엄어촌체험마을에서는 선상낚시체험, 바릇잡이체험, 보말조배기 만들기 체험, 투명카약 등의 체험 프로그램을 운영하고 있다.",4,,,구엄어촌체험마을,63049,Type3,20060627090000,http://tong.visitkorea.or.kr/cms/resource/79/3384779_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3384779_image3_1.jpg,,,,,,,,,,,,불가,,,,,없음,,,,,,,,,,,,,,선상낚시체험 / 바릇잡이체험 / 투명카약 / 해양레저체험 등,,,success,2026-07-13T03:35:49.885961+00:00,,,,0,0,0,064-713-2239,,,,,,,,,,,,,,,,가능 (소형 20대),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,체험별 상이,,,50,110,EX,EX03,EX030400,126.3772556628,33.4839964391,6,20250324151729,4,,63049
